City,REPORT_DAT,Month,Day,Year,REPORT_DAT,OFFENSE,Violent/Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,BURGLARY,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,ROBBERY,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,BURGLARY,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,BURGLARY,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/16/20,1,16,2020,23-Oct,BURGLARY,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/16/20,1,16,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,ROBBERY,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Oct,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,BURGLARY,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,BURGLARY,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,BURGLARY,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,SEX ABUSE,Violent 
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,BURGLARY,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,BURGLARY,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,23-Dec,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/17/20,1,17,2020,24-Jan,BURGLARY,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/17/20,1,17,2020,24-Jan,BURGLARY,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/17/20,1,17,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,BURGLARY,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,ROBBERY,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,BURGLARY,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,BURGLARY,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,BURGLARY,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Feb,ROBBERY,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,BURGLARY,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,ROBBERY,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Mar,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/18/20,1,18,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,ROBBERY,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,ROBBERY,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,ROBBERY,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-Apr,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-Apr,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,BURGLARY,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-May,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-Jun,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/19/20,1,19,2020,24-Jun,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-Jun,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/19/20,1,19,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,ROBBERY,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,ROBBERY,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,ROBBERY,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Aug,ROBBERY,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Aug,ROBBERY,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/20/20,1,20,2020,24-Aug,THEFT F/AUTO,Non-Violent
