City,Date,month,day,year,Date,OFFENSE,Violent/Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,ROBBERY,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/29/19,1,29,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,BURGLARY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,ROBBERY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/30/19,1,30,2019,26-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,ROBBERY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,BURGLARY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,ROBBERY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,ROBBERY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/30/19,1,30,2019,26-Mar,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/30/19,1,30,2019,26-Mar,BURGLARY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,ROBBERY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,BURGLARY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/30/19,1,30,2019,26-Apr,ROBBERY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,ROBBERY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,ROBBERY,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/30/19,1,30,2019,26-Apr,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/30/19,1,30,2019,26-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,BURGLARY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/31/19,1,31,2019,26-May,BURGLARY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,BURGLARY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,ROBBERY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,BURGLARY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,BURGLARY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,ROBBERY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-May,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,SEX ABUSE,Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/31/19,1,31,2019,26-Jun,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,ROBBERY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jun,ROBBERY,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/31/19,1,31,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,BURGLARY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,BURGLARY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,BURGLARY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,BURGLARY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,BURGLARY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Jul,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,2/1/19,2,1,2019,26-Aug,ROBBERY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,2/1/19,2,1,2019,26-Aug,ROBBERY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,BURGLARY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Aug,ROBBERY,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Sep,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,2/1/19,2,1,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/1/19,2,1,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,BURGLARY,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,ROBBERY,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,BURGLARY,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Sep,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,ROBBERY,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT/OTHER,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,ROBBERY,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,ROBBERY,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/2/19,2,2,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Oct,HOMICIDE,Violent 
Washington DC,2/3/19,2,3,2019,26-Oct,ROBBERY,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Oct,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,ROBBERY,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,ROBBERY,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,BURGLARY,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,ROBBERY,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,BURGLARY,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Nov,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,ROBBERY,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,ROBBERY,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT F/AUTO,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,THEFT/OTHER,Non-Violent
Washington DC,2/3/19,2,3,2019,26-Dec,MOTOR VEHICLE THEFT,Non-Violent
